Co./Last Name,Date,Invoice,StockCode,PurCat,Quantity,UnitCost,Discount,LineTotal,TaxLabel,TaxAmount
Goodman Fielder,17/02/2016,7140,706799200750,1,30.0,0.2899,0.0,9.48,VAT9,0.78
Goodman Fielder,17/02/2016,7140,706799200750,1,30.0,0.2899,0.0,9.48,VAT9,0.78
New World,18/02/2016,8200026579,9421014525302,1,360.0,4.354,0.0,1708.52,VAT9,141.07
Market,18/02/2016,,9310797257220,1,20.0,4.7936,0.0,104.5,VAT9,8.63
Market,19/02/2016,,223,1,24.0,0.7263,0.0,18.9987,VAT9,1.57
Coca Cola,19/02/2016,729232,1220000061545,1,30.0,1.9847,0.0,64.9,VAT9,5.36
Coca Cola,19/02/2016,729232,9416216057324,1,120.0,1.5291,0.0,200.0,VAT9,16.51
Coca Cola,19/02/2016,729232,9416216057362,1,24.0,1.5291,0.0,40.0,VAT9,3.3
Coca Cola,19/02/2016,729232,9416216283068,1,60.0,2.5841,0.0,169.0,VAT9,13.95
Coca Cola,19/02/2016,729232,9416216283075,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,19/02/2016,729232,9416216283075,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,19/02/2016,729232,9416216283051,1,24.0,2.5841,0.0,67.6,VAT9,5.58
Coca Cola,19/02/2016,729232,9416216283075,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,19/02/2016,729232,632565000012,1,48.0,1.2037,0.0,62.98,VAT9,5.2
Coca Cola,19/02/2016,729232,632565000036,1,60.0,1.8073,0.0,118.2,VAT9,9.76
Coca Cola,19/02/2016,729232,9416216056471,1,24.0,1.6323,0.0,42.7,VAT9,3.53
Coca Cola,19/02/2016,729232,9416216002331,1,12.0,1.8349,0.0,24.0,VAT9,1.98
Coca Cola,19/02/2016,729232,9416216002768,1,12.0,3.5092,0.0,45.9,VAT9,3.79
Coca Cola,19/02/2016,729232,9416216075298,1,12.0,2.9052,0.0,38.0,VAT9,3.14
oceanic,19/02/2016,357582,395,1,110.2,0.8325,0.0,100.0,VAT9,8.26
oceanic,19/02/2016,357798,397,1,20.0,2.5872,0.0,56.4,VAT9,4.66
oceanic,19/02/2016,357798,79,1,20.0,5.1743,0.0,112.8,VAT9,9.31
New World,19/02/2016,266191,9421014525302,1,240.0,4.3539,0.0,1139.0,VAT9,94.05
New World,19/02/2016,266191,248,1,9.0,11.7737,0.0,115.5,VAT9,9.54
Legends Distributors,20/02/2016,51260,5333333123401,1,200.0,0.8624,0.0,188.0,VAT9,15.52
Legends Distributors,20/02/2016,51260,5555001340082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,20/02/2016,51260,5555001340303,1,10.0,25.8716,0.0,282.0,VAT9,23.28
Legends Distributors,20/02/2016,51260,5555001340204,1,10.0,17.2477,0.0,188.0,VAT9,15.52
Legends Distributors,20/02/2016,51260,302,1,50.0,1.7248,0.0,94.0,VAT9,7.76
Legends Distributors,20/02/2016,51260,9200129100082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,20/02/2016,51260,9200129100112,1,15.0,9.4862,0.0,155.1,VAT9,12.81
Legends Distributors,20/02/2016,51260,9200129100150,1,15.0,12.9358,0.0,211.5,VAT9,17.46
New World,20/02/2016,021600998,346,1,5.0,10.9633,0.0,59.75,VAT9,4.93
New World,20/02/2016,021600998,9416542500396,1,24.0,2.2936,0.0,60.0,VAT9,4.95
New World,20/02/2016,021600998,9416470239603,1,120.0,0.4503,0.0,58.9,VAT9,4.86
New World,20/02/2016,021600998,385,1,7.0,4.5426,0.0,34.66,VAT9,2.86
FMF,20/02/2016,1613487,9416470181209,1,100.0,1.19,0.0,129.71,VAT9,10.71
FMF,20/02/2016,1613487,9416470522224,1,20.0,1.3252,0.0,28.89,VAT9,2.39
FMF,20/02/2016,1613487,9416470522224,1,20.0,1.3252,0.0,28.89,VAT9,2.39
FMF,20/02/2016,1613487,9416470522224,1,20.0,1.3252,0.0,28.89,VAT9,2.39
FMF,20/02/2016,1613487,9416470522224,1,20.0,1.3252,0.0,28.89,VAT9,2.39
FMF,20/02/2016,1613487,9416470522224,1,20.0,1.3252,0.0,28.89,VAT9,2.39
FMF,20/02/2016,1613487,9403146709263,1,30.0,0.7349,0.0,24.03,VAT9,1.98
FMF,20/02/2016,1611818,9416470239603,1,300.0,0.4627,0.0,151.29,VAT9,12.49
New World,21/02/2016,8200026650,9421014525302,1,120.0,4.354,0.0,569.51,VAT9,47.02
CMC,23/02/2016,1059188,9310797257220,1,140.0,4.7936,0.0,731.5,VAT9,60.4
CMC,23/02/2016,1059188,9310797257237,1,30.0,9.2385,0.0,302.1,VAT9,24.94
Legends Distributors,23/02/2016,51270,5555001340105,1,10.0,8.6239,0.0,94.0,VAT9,7.76
Legends Distributors,23/02/2016,51270,9200129100259,1,10.0,21.5596,0.0,235.0,VAT9,19.4
Legends Distributors,23/02/2016,51270,1461051648853,1,10.0,4.2661,0.0,46.5,VAT9,3.84
Goodman Fielder,23/02/2016,7296,706799200774,1,30.0,0.699,0.0,22.86,VAT9,1.89
Goodman Fielder,23/02/2016,7296,706799200781,1,30.0,0.6988,0.0,22.85,VAT9,1.89
New World,24/02/2016,266820,9421014525302,1,240.0,4.3541,0.0,1139.04,VAT9,94.05
Asaleo,24/02/2016,,328,1,100.0,0.3478,0.0,37.91,VAT9,3.13
Motibhai,25/02/2016,118073364,9416323109459,1,132.0,1.4725,0.0,211.86,VAT9,17.49
Motibhai,25/02/2016,118073364,220,1,12.0,9.75,0.0,127.53,VAT9,10.53
Motibhai,25/02/2016,118073364,8901324009286,1,10.0,0.1578,0.0,1.72,VAT9,0.14
Motibhai,25/02/2016,118073364,333,1,8.0,3.0092,0.0,26.24,VAT9,2.17
Motibhai,25/02/2016,118073364,8992760121090,1,12.0,1.7691,0.0,23.14,VAT9,1.91
Motibhai,25/02/2016,118073364,93573023,1,30.0,0.6422,0.0,21.0,VAT9,1.73
CJ Patel,25/02/2016,793214,9338815002645,1,48.0,1.747,0.0,91.4,VAT9,7.55
New World,26/02/2016,8200026718,9421014525302,1,360.0,4.3541,0.0,1708.56,VAT9,141.07
Ashabhai,26/02/2016,i749735,9416590000190,1,1000.0,0.1662,0.0,181.16,VAT9,14.96
Market,27/02/2016,,224,1,10.0,1.7431,0.0,19.0,VAT9,1.57
Reddy Sweets,27/02/2016,5055,93573030,1,100.0,0.3211,0.0,35.0,VAT9,2.89
Reddy Sweets,27/02/2016,5055,93573023,1,150.0,0.6422,0.0,105.0,VAT9,8.67
Reddy Sweets,27/02/2016,5055,93573030,1,50.0,0.3211,0.0,17.5,VAT9,1.45
Reddy Sweets,27/02/2016,5055,93545037,1,30.0,0.7186,0.0,23.5,VAT9,1.94
Reddy Sweets,27/02/2016,5055,265,1,100.0,0.0413,0.0,4.5,VAT9,0.37
Reddy Sweets,27/02/2016,5055,356,1,60.0,0.1376,0.0,9.0,VAT9,0.74
Reddy Sweets,27/02/2016,5055,9414043001145,1,48.0,0.5925,0.0,31.0,VAT9,2.56
Legends Distributors,27/02/2016,51296,302,1,20.0,1.7248,0.0,37.6,VAT9,3.1
Legends Distributors,27/02/2016,51296,9200129100082,1,30.0,5.1743,0.0,169.2,VAT9,13.97
Legends Distributors,27/02/2016,51296,9200129100112,1,20.0,9.4862,0.0,206.8,VAT9,17.08
Legends Distributors,27/02/2016,51296,9200129100150,1,10.0,12.9358,0.0,141.0,VAT9,11.64
Legends Distributors,27/02/2016,51296,9200129100259,1,10.0,21.5596,0.0,235.0,VAT9,19.4
Legends Distributors,27/02/2016,51296,5333333123401,1,200.0,0.8624,0.0,188.0,VAT9,15.52
Legends Distributors,27/02/2016,51296,5555001340082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,27/02/2016,51296,5555001340105,1,20.0,8.6239,0.0,188.0,VAT9,15.52
Paradise Beverages,29/02/2016,1110052434,9421014525302,1,960.0,4.0692,0.0,4258.0,VAT9,351.58
Market,29/02/2016,,223,1,24.0,0.7263,0.0,18.9987,VAT9,1.57
Market,29/02/2016,,311,1,12.0,0.4587,0.0,5.995,VAT9,0.5
CMC,29/02/2016,1059269,9310797257220,1,160.0,4.7936,0.0,836.0,VAT9,69.03
CMC,29/02/2016,1059269,9310797257237,1,30.0,9.2385,0.0,302.1,VAT9,24.94
CMC,29/02/2016,1059269,314,1,20.0,5.1468,0.0,112.2,VAT9,9.26
CMC,29/02/2016,1059269,9310797246439,1,20.0,4.2706,0.0,93.1,VAT9,7.69
Sharma Sweets,29/02/2016,6011,294,1,200.0,0.0459,0.0,10.0,VAT9,0.83
Sharma Sweets,29/02/2016,6011,272,1,100.0,0.0642,0.0,7.0,VAT9,0.58
Sharma Sweets,29/02/2016,6011,280,1,250.0,0.0367,0.0,10.0,VAT9,0.83
Sharma Sweets,29/02/2016,6011,374,1,600.0,0.0917,0.0,60.0,VAT9,4.95
Sharma Sweets,29/02/2016,6011,282,1,24.0,1.5291,0.0,40.0,VAT9,3.3
Sharma Sweets,29/02/2016,6011,9556023331597,1,20.0,1.422,0.0,31.0,VAT9,2.56
RB Patel,29/02/2016,70149,389,1,24.0,1.2003,0.0,31.4,VAT9,2.59
CJ Patel,01/03/2016,795305,9416542500396,1,48.0,2.19,0.0,114.58,VAT9,9.46
New World,01/03/2016,0316,9416470181209,1,40.0,1.2991,0.0,56.64,VAT9,4.68
Punjas,02/03/2016,12156585,29,1,110.0,0.0472,0.0,5.65,VAT9,0.47
Punjas,02/03/2016,12156585,333,1,30.0,0.7927,0.0,25.92,VAT9,2.14
Goodman Fielder,02/03/2016,7540,706799200781,1,60.0,0.6988,0.0,45.7,VAT9,3.77
Goodman Fielder,02/03/2016,7540,706799200774,1,30.0,0.6991,0.0,22.86,VAT9,1.89
Goodman Fielder,02/03/2016,7540,706799200798,1,30.0,0.5685,0.0,18.59,VAT9,1.54
Goodman Fielder,02/03/2016,1355,706799200071,1,24.0,0.581,0.0,15.2,VAT9,1.26
Goodman Fielder,02/03/2016,1355,706799200071,1,24.0,0.581,0.0,15.2,VAT9,1.26
Goodman Fielder,02/03/2016,1355,706799200033,1,12.0,1.5184,0.0,19.86,VAT9,1.64
Goodman Fielder,02/03/2016,1355,706799200033,1,12.0,1.5184,0.0,19.86,VAT9,1.64
Goodman Fielder,02/03/2016,1355,706799200033,1,12.0,1.5184,0.0,19.86,VAT9,1.64
Goodman Fielder,02/03/2016,1355,706799200040,1,16.0,2.4747,0.0,43.16,VAT9,3.56
Goodman Fielder,02/03/2016,1355,286,1,24.0,0.5294,0.0,13.85,VAT9,1.14
Goodman Fielder,02/03/2016,1355,706799200255,1,12.0,1.526,0.0,19.96,VAT9,1.65
Goodman Fielder,05/03/2016,7697,9414681500086,1,18.0,1.1244,0.0,22.06,VAT9,1.82
Goodman Fielder,05/03/2016,7697,245,1,10.0,8.9257,0.0,97.29,VAT9,8.03
New World,05/03/2016,8200026881,9421014525500,1,120.0,2.2917,0.0,299.75,VAT9,24.75
Legends Distributors,05/03/2016,51536,302,1,30.0,1.7248,0.0,56.4,VAT9,4.66
Legends Distributors,05/03/2016,51536,9200129100082,1,30.0,5.1743,0.0,169.2,VAT9,13.97
Legends Distributors,05/03/2016,51536,5555001340082,1,30.0,5.1743,0.0,169.2,VAT9,13.97
Legends Distributors,05/03/2016,51536,5555001340105,1,5.0,8.6238,0.0,47.0,VAT9,3.88
Downtown Supermarket,05/03/2016,10088,9310797257220,1,40.0,4.8394,0.0,211.0,VAT9,17.42
Reddy Sweets,06/03/2016,5063,356,1,60.0,0.1376,0.0,9.0,VAT9,0.74
Reddy Sweets,06/03/2016,5063,93573009,1,30.0,0.6422,0.0,21.0,VAT9,1.73
Reddy Sweets,06/03/2016,5063,285,1,60.0,0.3211,0.0,21.0,VAT9,1.73
CMC,07/03/2016,1059361,9310797257220,1,200.0,4.7936,0.0,1045.0,VAT9,86.28
CMC,07/03/2016,1059361,9310797257237,1,30.0,9.2385,0.0,302.1,VAT9,24.94
Market,07/03/2016,,311,1,12.0,0.4583,0.0,5.99,VAT9,0.49
Reddy Sweets,07/03/2016,5064,294,1,250.0,0.0404,0.0,11.0,VAT9,0.91
Reddy Sweets,07/03/2016,5064,356,1,90.0,0.1376,0.0,13.5,VAT9,1.11
Reddy Sweets,07/03/2016,5064,9414043001145,1,96.0,0.5925,0.0,62.0,VAT9,5.12
Goodman Fielder,07/03/2016,7805,9414681500079,1,24.0,0.617,0.0,16.14,VAT9,1.33
oceanic,08/03/2016,357675,397,1,10.0,2.5872,0.0,28.2,VAT9,2.33
oceanic,08/03/2016,357675,79,1,10.0,5.1743,0.0,56.4,VAT9,4.66
Market,08/03/2016,,223,1,24.0,0.7262,0.0,19.0,VAT9,1.57
Ashabhai,08/03/2016,i753696,83,1,24.0,3.5573,0.0,93.06,VAT9,7.68
countdown,08/03/2016,407113,409,1,20.0,2.5596,0.0,55.8,VAT9,4.61
countdown,08/03/2016,407113,102034054214,1,30.0,2.0459,0.0,66.9,VAT9,5.52
Bargain Box,08/03/2016,,5388887655670,1,80.0,0.2064,0.0,18.0,VAT9,1.49
CJ Patel,09/03/2016,799645,9338815001044,1,12.0,2.8287,0.0,37.0,VAT9,3.06
CJ Patel,09/03/2016,799645,9338815001150,1,12.0,2.8287,0.0,37.0,VAT9,3.06
CJ Patel,09/03/2016,799645,9416542500396,1,24.0,2.19,0.0,57.29,VAT9,4.73
CJ Patel,09/03/2016,799645,9338815002645,1,48.0,1.7469,0.0,91.4,VAT9,7.55
Motibhai,09/03/2016,118073692,7622300559991,1,60.0,0.565,0.0,36.95,VAT9,3.05
Motibhai,09/03/2016,118073692,9416323109459,1,132.0,1.471,0.0,211.65,VAT9,17.48
Motibhai,09/03/2016,118073692,9416323109404,1,24.0,0.7971,0.0,20.85,VAT9,1.72
Legends Distributors,10/03/2016,51560,5555001340082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,10/03/2016,51560,9200129100082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
FMF,11/03/2016,f1619448,296,1,10.0,14.8,0.0,161.32,VAT9,13.32
FMF,11/03/2016,f1619448,346,1,3.0,12.8746,0.0,42.1,VAT9,3.48
FMF,11/03/2016,f1619448,9416470181209,1,100.0,1.19,0.0,129.71,VAT9,10.71
FMF,11/03/2016,f1619448,9416470239603,1,300.0,0.4627,0.0,151.28,VAT9,12.49
Coca Cola,11/03/2016,3010073593,9416216001464,1,24.0,1.1965,0.0,31.3,VAT9,2.58
Coca Cola,11/03/2016,3010073593,9416216001730,1,24.0,1.1965,0.0,31.3,VAT9,2.58
Coca Cola,11/03/2016,3010073593,9416216057324,1,120.0,1.5291,0.0,200.0,VAT9,16.51
Coca Cola,11/03/2016,3010073593,9416216057362,1,24.0,1.5291,0.0,40.0,VAT9,3.3
Coca Cola,11/03/2016,3010073593,9416216283068,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,11/03/2016,3010073593,632565000012,1,24.0,1.2038,0.0,31.49,VAT9,2.6
Coca Cola,11/03/2016,3010073593,9416216002331,1,12.0,1.8349,0.0,24.0,VAT9,1.98
Coca Cola,11/03/2016,3010073593,9416216002768,1,12.0,3.4404,0.0,45.0,VAT9,3.72
New World,11/03/2016,8200026934,9421014525302,1,180.0,4.3539,0.0,854.25,VAT9,70.53
Market,11/03/2016,,11136002,1,50.0,0.7339,0.0,40.0,VAT9,3.3
Paradise Beverages,12/03/2016,,9421014525302,1,600.0,4.0692,0.0,2661.24,VAT9,219.74
Downtown Supermarket,12/03/2016,1025,9310797257220,1,20.0,4.8394,0.0,105.5,VAT9,8.71
Legends Distributors,12/03/2016,51576,302,1,100.0,1.7248,0.0,188.0,VAT9,15.52
Legends Distributors,12/03/2016,51576,9200129100082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,12/03/2016,51576,5333333123401,1,200.0,0.8624,0.0,188.0,VAT9,15.52
Legends Distributors,12/03/2016,51576,5555001340082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,12/03/2016,51576,5555001340105,1,10.0,8.6239,0.0,94.0,VAT9,7.76
Reddy Sweets,13/03/2016,5067,285,1,60.0,0.3211,0.0,21.0,VAT9,1.73
Reddy Sweets,13/03/2016,5067,356,1,90.0,0.0917,0.0,9.0,VAT9,0.74
Reddy Sweets,13/03/2016,5067,9414043001145,1,48.0,0.5925,0.0,31.0,VAT9,2.56
Reddy Sweets,13/03/2016,5067,93573023,1,90.0,0.6422,0.0,63.0,VAT9,5.2
Market,14/03/2016,,311,1,10.0,0.4587,0.0,5.0,VAT9,0.41
Market,14/03/2016,,223,1,24.0,0.7262,0.0,19.0,VAT9,1.57
Pinto Industries,14/03/2016,72622,254,1,400.0,0.0596,0.0,26.0,VAT9,2.15
CMC,14/03/2016,1059438,9310797257220,1,200.0,4.7936,0.0,1045.0,VAT9,86.28
CMC,14/03/2016,1059438,9310797257237,1,30.0,9.2385,0.0,302.1,VAT9,24.94
CJ Patel,15/03/2016,804081,385,1,6.0,4.5426,0.0,29.71,VAT9,2.45
CJ Patel,15/03/2016,804081,9416542500396,1,24.0,2.19,0.0,57.29,VAT9,4.73
RB Patel,15/03/2016,4000608053,389,1,7.0,0.8571,0.0,6.54,VAT9,0.54
Tappoo Limited,15/03/2016,516604,313,1,20.0,9.8945,0.0,215.7,VAT9,17.81
Market,16/03/2016,,224,1,10.0,1.7431,0.0,19.0,VAT9,1.57
Sharma Sweets,16/03/2016,6046,9556023331597,1,40.0,1.422,0.0,62.0,VAT9,5.12
Pinto Industries,16/03/2016,72942,291,1,200.0,0.1284,0.0,27.99,VAT9,2.31
Reddy Sweets,16/03/2016,5068,70330600065,1,50.0,1.7431,0.0,95.0,VAT9,7.84
oceanic,16/03/2016,358069,397,1,10.0,2.5872,0.0,28.1983,VAT9,2.33
oceanic,16/03/2016,358069,79,1,10.0,5.1743,0.0,56.3966,VAT9,4.66
MH,16/03/2016,1200001880,9421014525302,1,360.0,4.4266,0.0,1737.0,VAT9,143.42
countdown,17/03/2016,466713,9421014525302,1,360.0,4.4266,0.0,1737.0,VAT9,143.42
Legends Distributors,17/03/2016,51901,5555001340105,1,10.0,8.6239,0.0,94.0,VAT9,7.76
Coca Cola,17/03/2016,739033,9416216020458,1,12.0,2.2018,0.0,28.8,VAT9,2.38
Coca Cola,17/03/2016,739033,9416216020458,1,12.0,2.2018,0.0,28.8,VAT9,2.38
Coca Cola,17/03/2016,739033,9416216057362,1,48.0,1.5291,0.0,80.0,VAT9,6.61
Coca Cola,17/03/2016,739033,632565000036,1,36.0,1.6223,0.0,63.66,VAT9,5.26
Coca Cola,17/03/2016,739033,9416216283068,1,24.0,2.5841,0.0,67.6,VAT9,5.58
Coca Cola,17/03/2016,739033,9416216283051,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,17/03/2016,739033,9416216283075,1,12.0,2.5841,0.0,33.8,VAT9,2.79
Coca Cola,17/03/2016,739033,9416216284102,1,64.0,2.5803,0.0,180.0,VAT9,14.86
Coca Cola,17/03/2016,739033,9416216284157,1,8.0,2.5803,0.0,22.5,VAT9,1.86
Coca Cola,17/03/2016,739033,9416216284133,1,8.0,2.5803,0.0,22.5,VAT9,1.86
Coca Cola,17/03/2016,739033,9416216056471,1,24.0,1.6323,0.0,42.7,VAT9,3.53
Coca Cola,17/03/2016,739033,9416216002331,1,12.0,1.8349,0.0,24.0,VAT9,1.98
Goodman Fielder,17/03/2016,8140,706799200781,1,60.0,0.6117,0.0,40.0,VAT9,3.3
Goodman Fielder,17/03/2016,8140,706799200774,1,60.0,0.6117,0.0,40.0,VAT9,3.3
Goodman Fielder,17/03/2016,8140,706799200750,1,60.0,0.2906,0.0,19.0,VAT9,1.57
oceanic,18/03/2016,358084,397,1,10.0,2.587,0.0,28.2,VAT9,2.33
oceanic,18/03/2016,358084,79,1,10.0,5.174,0.0,56.4,VAT9,4.66
Reddy Sweets,18/03/2016,5077,93573023,1,150.0,0.6422,0.0,105.0,VAT9,8.67
Reddy Sweets,18/03/2016,5077,93573030,1,150.0,0.3211,0.0,52.5,VAT9,4.33
Reddy Sweets,18/03/2016,5077,294,1,250.0,0.0404,0.0,11.0,VAT9,0.91
BOB Gokals,18/03/2016,52821,6977928840145,1,480.0,1.1304,0.0,591.41,VAT9,48.83
BOB Gokals,18/03/2016,52821,412,1,120.0,0.9174,0.0,120.0,VAT9,9.91
Downtown Supermarket,18/03/2016,,9310797257220,1,40.0,4.8394,0.0,211.0,VAT9,17.42
Market,18/03/2016,,223,1,24.0,0.7263,0.0,19.0,VAT9,1.57
Goodman Fielder,18/03/2016,1513,706799200033,1,12.0,1.5183,0.0,19.86,VAT9,1.64
Goodman Fielder,18/03/2016,1513,706799200033,1,12.0,1.5183,0.0,19.86,VAT9,1.64
Goodman Fielder,18/03/2016,1513,706799200040,1,16.0,2.4748,0.0,43.16,VAT9,3.56
Goodman Fielder,18/03/2016,1513,9414681200047,1,12.0,1.2246,0.0,16.02,VAT9,1.32
MH,18/03/2016,1200001923,9421014525500,1,96.0,2.2611,0.0,236.6,VAT9,19.54
Motibhai,18/03/2016,118074054,9416323109459,1,132.0,1.471,0.0,211.65,VAT9,17.48
Motibhai,18/03/2016,118074054,9416323109404,1,24.0,0.797,0.0,20.85,VAT9,1.72
Downtown Supermarket,19/03/2016,10176,9310797257220,1,20.0,4.8394,0.0,105.5,VAT9,8.71
Bargain Box,19/03/2016,1507597,5388887655670,1,44.0,0.2064,0.0,9.9,VAT9,0.82
Bargain Box,19/03/2016,1507597,6938056200379,1,100.0,0.0165,0.0,1.8,VAT9,0.15
FMF,19/03/2016,b1616288,9416470181209,1,100.0,1.19,0.0,129.71,VAT9,10.71
FMF,19/03/2016,b1616288,9416470239603,1,180.0,0.4626,0.0,90.76,VAT9,7.49
Legends Distributors,19/03/2016,51916,5333333123401,1,100.0,0.8624,0.0,94.0,VAT9,7.76
Legends Distributors,19/03/2016,51916,5555001340082,1,30.0,5.1743,0.0,169.2,VAT9,13.97
Legends Distributors,19/03/2016,51916,5555001340105,1,10.0,8.6239,0.0,94.0,VAT9,7.76
Legends Distributors,19/03/2016,51916,5555001340204,1,5.0,17.2477,0.0,94.0,VAT9,7.76
Legends Distributors,19/03/2016,51916,5555001340303,1,5.0,25.8716,0.0,141.0,VAT9,11.64
Legends Distributors,19/03/2016,51916,9200129100112,1,10.0,9.4862,0.0,103.4,VAT9,8.54
Legends Distributors,19/03/2016,51916,9200129100082,1,30.0,5.1743,0.0,169.2,VAT9,13.97
Legends Distributors,19/03/2016,51916,9200129100150,1,10.0,12.9358,0.0,141.0,VAT9,11.64
Legends Distributors,19/03/2016,51916,9200129100259,1,5.0,21.5596,0.0,117.5,VAT9,9.7
countdown,19/03/2016,485356,9421014525302,1,240.0,4.2814,0.0,1120.0,VAT9,92.48
Downtown Supermarket,20/03/2016,,9310797257220,1,20.0,4.8395,0.0,105.5,VAT9,8.71
CMC,21/03/2016,1059529,9310797246439,1,20.0,4.2706,0.0,93.0969,VAT9,7.69
CMC,21/03/2016,1059528,9310797257220,1,200.0,4.7936,0.0,1045.0,VAT9,86.28
CMC,21/03/2016,1059528,9310797257237,1,50.0,9.2385,0.0,503.5,VAT9,41.57
Sharma Sweets,21/03/2016,6050,272,1,1200.0,0.0612,0.0,80.0,VAT9,6.61
oceanic,21/03/2016,358087,397,1,20.0,2.5872,0.0,56.4,VAT9,4.66
oceanic,21/03/2016,358087,79,1,20.0,5.1743,0.0,112.8,VAT9,9.31
Reddy Sweets,21/03/2016,5079,9300605030411,1,500.0,0.0294,0.0,16.0,VAT9,1.32
Reddy Sweets,21/03/2016,5079,265,1,100.0,0.0413,0.0,4.5,VAT9,0.37
Reddy Sweets,21/03/2016,5079,9414043001145,1,30.0,0.5505,0.0,18.0,VAT9,1.49
CJ Patel,22/03/2016,808505,9338815001013,1,72.0,0.2582,0.0,20.26,VAT9,1.67
CJ Patel,22/03/2016,808505,9338815001136,1,72.0,0.2582,0.0,20.26,VAT9,1.67
CJ Patel,22/03/2016,808505,9416542500396,1,48.0,2.19,0.0,114.58,VAT9,9.46
CJ Patel,22/03/2016,808505,9338815002645,1,48.0,1.4761,0.0,77.23,VAT9,6.38
Market,23/03/2016,,311,1,10.0,0.4587,0.0,5.0031,VAT9,0.41
New World,26/03/2016,8200027254,9421014525302,1,240.0,4.3539,0.0,1139.0,VAT9,94.05
New World,26/03/2016,8200027254,405,1,10.0,11.8807,0.0,129.5,VAT9,10.69
Legends Distributors,26/03/2016,51949,5333333123401,1,200.0,0.8624,0.0,188.0,VAT9,15.52
Legends Distributors,26/03/2016,51949,5555001340082,1,35.0,5.1743,0.0,197.4,VAT9,16.3
Legends Distributors,26/03/2016,51949,302,1,50.0,1.7248,0.0,94.0,VAT9,7.76
Legends Distributors,26/03/2016,51949,9200129100082,1,50.0,5.1743,0.0,282.0,VAT9,23.28
Legends Distributors,26/03/2016,51949,9200129100112,1,30.0,9.4862,0.0,310.2,VAT9,25.61
Legends Distributors,26/03/2016,51949,9200129100259,1,10.0,21.5596,0.0,235.0,VAT9,19.4
Legends Distributors,26/03/2016,51949,308,1,10.0,2.5596,0.0,27.9,VAT9,2.3
MH,26/03/2016,1200002078,220,1,12.0,11.6514,0.0,152.4,VAT9,12.58
MH,26/03/2016,1200002078,9421014525500,1,72.0,2.2611,0.0,177.45,VAT9,14.65
MH,26/03/2016,1200002078,9421902692000,1,72.0,2.2496,0.0,176.55,VAT9,14.58
Market,29/03/2016,,223,1,24.0,0.7263,0.0,19.0,VAT9,1.57
countdown,29/03/2016,,9421014525302,1,120.0,4.2814,0.0,560.0,VAT9,46.24
CMC,29/03/2016,1059619,9310797257220,1,200.0,4.7936,0.0,1045.0,VAT9,86.28
CMC,29/03/2016,1059619,9310797257237,1,50.0,9.2385,0.0,503.5,VAT9,41.57
Bargain Box,29/03/2016,160668,5388887655670,1,48.0,0.2064,0.0,10.8,VAT9,0.89
Coca Cola,29/03/2016,3010074271,9416216001464,1,24.0,1.1965,0.0,31.3,VAT9,2.58
Coca Cola,29/03/2016,3010074271,9416216001723,1,24.0,1.1965,0.0,31.3,VAT9,2.58
Coca Cola,29/03/2016,3010074271,9416216001730,1,24.0,1.1965,0.0,31.3,VAT9,2.58
Coca Cola,29/03/2016,3010074271,9416216020458,1,24.0,2.2018,0.0,57.6,VAT9,4.76
Coca Cola,29/03/2016,3010074271,9416216057324,1,120.0,1.529,0.0,199.99,VAT9,16.51
Coca Cola,29/03/2016,3010074271,9416216057348,1,48.0,1.5291,0.0,80.0,VAT9,6.61
Coca Cola,29/03/2016,3010074271,9416216283068,1,60.0,2.5841,0.0,169.0,VAT9,13.95
Coca Cola,29/03/2016,3010074271,9416216283075,1,36.0,2.5841,0.0,101.4,VAT9,8.37
Coca Cola,29/03/2016,3010074271,632565000012,1,24.0,1.2037,0.0,31.49,VAT9,2.6
Coca Cola,29/03/2016,3010074271,632565000036,1,12.0,1.8081,0.0,23.65,VAT9,1.95
Coca Cola,29/03/2016,3010074271,9416216002331,1,12.0,1.8349,0.0,24.0,VAT9,1.98
Coca Cola,29/03/2016,3010074271,9416216002768,1,12.0,3.5092,0.0,45.9,VAT9,3.79
Coca Cola,29/03/2016,3010074271,9416216075298,1,12.0,2.9052,0.0,38.0,VAT9,3.14
oceanic,29/03/2016,358320,397,1,20.0,2.5872,0.0,56.4,VAT9,4.66
oceanic,29/03/2016,358320,79,1,20.0,5.1743,0.0,112.8,VAT9,9.31
countdown,29/03/2016,527798,389,1,12.0,1.0016,0.0,13.1,VAT9,1.08
RB Patel,29/03/2016,71313,330,1,6.0,0.6254,0.0,4.09,VAT9,0.34
